Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,102.19999694824219,102.30000305175781,101.16666412353516,101.46666717529297,75.29456329345703,367414
2020-01-02,101.66666412353516,102.5,100.76666259765625,102.03333282470703,75.71508026123047,409026
2020-01-03,103.43333435058594,105.46666717529297,102.80000305175781,103.96666717529297,77.14971923828125,2713237
2020-01-06,104.5,105.33333587646484,101.73332977294922,102.56666564941406,76.11083221435547,2118114
2020-01-07,102.80000305175781,103.66666412353516,102.4000015258789,102.96666717529297,76.40765380859375,654178
2020-01-08,102.33333587646484,103.86666870117188,101.73332977294922,103.26666259765625,76.63027954101562,1067443
2020-01-09,103.73332977294922,105.19999694824219,102.5,104.26666259765625,77.37235260009766,1230216
2020-01-10,104.5999984741211,106.53333282470703,103.83333587646484,105.26666259765625,78.11439514160156,861724
2020-01-13,105.26666259765625,105.93333435058594,104.73332977294922,105.43333435058594,78.23809051513672,480207
2020-01-14,105.5999984741211,106.13333129882812,104.5999984741211,105.19999694824219,78.06494140625,630360
2020-01-15,105.23332977294922,105.93333435058594,104.73332977294922,105.53333282470703,78.3122787475586,694330
2020-01-16,105.56666564941406,105.9000015258789,103.0999984741211,103.46666717529297,76.77870178222656,888364
2020-01-17,103.33333587646484,106.23332977294922,103.06666564941406,104.53333282470703,77.57022857666016,1242802
2020-01-20,103.5,103.5,99.06666564941406,99.69999694824219,73.98358917236328,4844592
2020-01-21,99.63333129882812,99.69999694824219,96.73332977294922,97.26666259765625,72.17790985107422,2234986
2020-01-22,97.26666259765625,97.5999984741211,91.4000015258789,91.76666259765625,68.0965805053711,8485803
2020-01-23,92.16666412353516,95.93333435058594,91.33333587646484,92.30000305175781,68.4923324584961,10636375
2020-01-24,93.33333587646484,95.5999984741211,93.0,94.76666259765625,70.32275390625,3524709
2020-01-27,94.80000305175781,95.73332977294922,93.66666412353516,94.19999694824219,69.9022445678711,2401617
2020-01-28,94.56666564941406,94.56666564941406,91.83333587646484,92.03333282470703,68.29444122314453,3025623
2020-01-29,92.46666717529297,93.66666412353516,90.69999694824219,93.19999694824219,69.16019439697266,2807539
2020-01-30,93.33333587646484,93.5,91.33333587646484,92.06666564941406,68.31917572021484,4323277
2020-01-31,92.63333129882812,92.63333129882812,85.26666259765625,86.36666870117188,64.08943176269531,14396158
2020-02-03,82.66666412353516,83.26666259765625,78.86666870117188,82.03333282470703,60.87382888793945,4866015
2020-02-04,83.0999984741211,86.66666412353516,82.53333282470703,86.0,63.81733322143555,2459281
2020-02-05,86.53333282470703,87.26666259765625,85.5,86.16666412353516,63.94102096557617,2390838
2020-02-06,86.66666412353516,90.5,86.66666412353516,90.06666564941406,66.83506774902344,4811455
2020-02-07,90.0,92.66666412353516,88.30000305175781,92.33333587646484,68.5170669555664,3783417
2020-02-10,91.33333587646484,92.13333129882812,88.06666564941406,89.30000305175781,66.26615142822266,6510861
2020-02-11,89.33333587646484,90.4000015258789,86.16666412353516,89.5,66.41455841064453,8984734
2020-02-12,89.93333435058594,91.5,89.4000015258789,90.69999694824219,67.30503845214844,3523612
2020-02-13,90.69999694824219,90.96666717529297,88.93333435058594,89.4000015258789,66.34036254882812,3111465
2020-02-14,89.5999984741211,89.96666717529297,86.66666412353516,86.83333587646484,64.43573760986328,5062887
2020-02-17,87.36666870117188,87.86666870117188,84.69999694824219,86.5999984741211,64.26258087158203,5633316
2020-02-18,86.66666412353516,88.9000015258789,84.56666564941406,87.83333587646484,65.17777252197266,7492183
2020-02-19,89.23332977294922,92.66666412353516,86.69999694824219,92.30000305175781,68.4923324584961,11249880
2020-02-20,85.43333435058594,85.43333435058594,83.06666564941406,83.43333435058594,66.21719360351562,12190629
2020-02-24,82.03333282470703,82.96666717529297,80.0,80.30000305175781,63.73040771484375,4803834
2020-02-25,80.30000305175781,81.16666412353516,78.30000305175781,78.46666717529297,62.27538299560547,3090613
2020-02-26,77.69999694824219,78.46666717529297,75.4000015258789,75.63333129882812,60.026695251464844,3437727
2020-02-27,75.33333587646484,75.46666717529297,72.33333587646484,74.9000015258789,59.444679260253906,5045310
2020-02-28,72.69999694824219,73.06666564941406,70.33333587646484,72.0,57.14308547973633,5187931
2020-03-02,73.93333435058594,74.13333129882812,67.33333587646484,67.80000305175781,53.80973815917969,3643524
2020-03-03,68.4000015258789,72.03333282470703,67.80000305175781,71.26666259765625,56.561073303222656,5506005
2020-03-04,70.66666412353516,74.30000305175781,69.53333282470703,73.63333129882812,58.439388275146484,8269743
2020-03-05,74.4000015258789,76.69999694824219,69.63333129882812,70.43333435058594,55.899696350097656,5066016
2020-03-06,68.23332977294922,69.80000305175781,67.33333587646484,68.0,53.96846389770508,2679660
2020-03-09,65.96666717529297,66.30000305175781,59.46666717529297,60.83333206176758,48.28061294555664,9550950
2020-03-11,60.83333206176758,61.83333206176758,56.099998474121094,56.599998474121094,44.92081069946289,10718374
2020-03-12,52.0,53.29999923706055,49.03333282470703,49.79999923706055,39.523963928222656,10246455
2020-03-13,46.666664123535156,56.96666717529297,42.33333206176758,54.133331298828125,42.963130950927734,9485109
2020-03-16,53.166664123535156,53.166664123535156,46.400001525878906,46.900001525878906,37.222373962402344,7073344
2020-03-17,46.666664123535156,49.266666412353516,45.53333282470703,47.70000076293945,37.8572883605957,7872277
2020-03-18,47.86666488647461,66.76666259765625,45.233333587646484,55.5,44.04780197143555,14402740
2020-03-19,49.96666717529297,54.666664123535156,45.33333206176758,51.0,40.476348876953125,12610915
2020-03-20,51.900001525878906,56.93333435058594,50.03333282470703,54.36666488647461,43.14832305908203,19268154
2020-03-23,48.93333435058594,51.166664123535156,47.56666564941406,48.900001525878906,38.8096809387207,3113256
2020-03-24,49.36666488647461,51.96666717529297,48.43333435058594,49.5,39.28587341308594,3760791
2020-03-25,49.33333206176758,51.599998474121094,48.86666488647461,50.96666717529297,40.44989776611328,2928972
2020-03-26,51.03333282470703,54.266666412353516,49.133331298828125,51.03333282470703,40.502803802490234,5295073
2020-03-27,51.599998474121094,53.0,50.0,51.733333587646484,41.05836486816406,3828903
2020-03-30,50.633331298828125,53.43333435058594,49.166664123535156,52.96666717529297,42.037208557128906,3373428
2020-03-31,53.20000076293945,57.29999923706055,52.633331298828125,55.099998474121094,43.73032760620117,4123444
2020-04-01,54.233333587646484,55.099998474121094,51.733333587646484,52.83333206176758,41.93138885498047,3230572
2020-04-03,54.83333206176758,57.06666564941406,53.5,56.166664123535156,44.57689666748047,4057510
2020-04-07,58.666664123535156,60.599998474121094,56.666664123535156,59.599998474121094,47.30177688598633,4346263
2020-04-08,59.46666717529297,62.93333435058594,56.900001525878906,59.46666717529297,47.195953369140625,4163257
2020-04-09,61.33333206176758,61.599998474121094,60.0,60.733333587646484,48.20125198364258,6855304
2020-04-13,61.33333206176758,61.33333206176758,57.733333587646484,59.53333282470703,47.24886703491211,7400065
2020-04-15,59.33333206176758,60.633331298828125,57.599998474121094,59.133331298828125,46.93140411376953,5211378
2020-04-16,58.53333282470703,60.56666564941406,58.33333206176758,60.099998474121094,47.6986083984375,4516935
2020-04-17,61.06666564941406,62.86666488647461,60.400001525878906,61.83333206176758,49.07426834106445,2082966
2020-04-20,62.29999923706055,62.29999923706055,59.733333587646484,60.36666488647461,47.910247802734375,2262985
2020-04-21,57.400001525878906,58.56666564941406,56.06666564941406,57.33333206176758,45.50282287597656,3130635
2020-04-22,54.733333587646484,57.93333435058594,49.5,57.33333206176758,45.50282287597656,10348996
2020-04-23,58.03333282470703,61.666664123535156,57.233333587646484,57.36666488647461,45.52927780151367,7321674
2020-04-24,57.33333206176758,59.06666564941406,55.666664123535156,55.900001525878906,44.365264892578125,3520252
2020-04-27,56.733333587646484,57.96666717529297,56.233333587646484,57.46666717529297,45.60865020751953,2022964
2020-04-28,57.20000076293945,59.33333206176758,56.099998474121094,58.900001525878906,46.74622344970703,4028175
2020-04-29,58.766666412353516,61.46666717529297,58.400001525878906,61.166664123535156,48.545166015625,2518737
2020-04-30,62.900001525878906,67.0,61.33333206176758,65.86666870117188,52.27534103393555,5809942
2020-05-04,63.83333206176758,64.0,61.53333282470703,62.666664123535156,49.73564529418945,1472773
2020-05-05,64.5999984741211,66.30000305175781,61.70000076293945,62.06666564941406,49.259456634521484,2677081
2020-05-06,63.86666488647461,64.0,61.36666488647461,61.70000076293945,48.96844482421875,1543845
2020-05-07,61.33333206176758,61.666664123535156,60.06666564941406,60.599998474121094,48.09542465209961,756055
2020-05-08,61.133331298828125,61.46666717529297,58.733333587646484,59.03333282470703,46.85203552246094,972951
2020-05-11,59.93333435058594,60.0,58.20000076293945,58.53333282470703,46.45520782470703,797745
2020-05-12,59.06666564941406,59.06666564941406,56.666664123535156,56.70000076293945,45.00017547607422,1479478
2020-05-13,58.666664123535156,58.93333435058594,56.70000076293945,56.96666717529297,45.211822509765625,2145741
2020-05-14,56.93333435058594,57.266666412353516,55.666664123535156,56.0,44.444618225097656,1266264
2020-05-15,56.46666717529297,58.0,56.46666717529297,57.266666412353516,45.449913024902344,3657523
2020-05-18,57.766666412353516,57.766666412353516,46.0,52.5,41.66683578491211,2766856
